한자,음,훈음(인명),이독음/기타,총획,유니코드
佐,좌,좌 : 도울(좌),"사,우,자",7,U+4F50
剉,좌,좌 : 꺽일(좌) 저밀(좌) 부술(좌),,9,U+5249
坐,좌,좌 : 앉을(좌) 자리(좌),좌 : 앉을(좌) 자리 (좌),7,U+5750
左,좌,좌 : 왼(좌) 그를(좌) 증거(좌),,5,U+5DE6
座,좌,좌 : 자리(좌),,10,U+5EA7
挫,좌,좌 : 꺾을(좌),,10,U+632B
痤,좌,좌 : 부스럼(좌),,12,U+75E4
莝,좌,좌 : 여물(좌) 저밀(좌),,13,U+839D
髽,좌,좌 : 복머리(좌),,17,U+9AFD
罪,죄,죄 : 허물(죄),,13,U+7F6A
㫶,주,주: 내이름(주),"주,추",12,U+3AF6
䎻,주,주,,14,U+43BB
䛆,주,주,,12,U+46C6
䝬,주,주,준,12,U+476C
丟,주,주 : 잃어버릴(주),,6,U+4E1F
主,주,주 : 주인(주) 임금(주),주 : 주인(주) 임금 (주),5,U+4E3B
伷,주,주,유,7,U+4F37
住,주,주 : 머무를(주),,7,U+4F4F
侏,주,주 : 난장이(주),수,8,U+4F8F
侜,주,주 : 속일(주),,8,U+4F9C
做,주,주 : 만들(주) 제조할(주),고,11,U+505A
儔,주,주 : 무리(주),수,16,U+5114
冑,주,주 : 투구(주),"배,위,탁",9,U+5191
凑,주,주,,11,U+51D1
周,주,주 : 두루(주) 주나라(주),주 : 두루(주) 주나 라(주),8,U+5468
呪,주,주 : 방자할(주) 저주할(주),"항,형",8,U+546A
咮,주,주 : 부리(주),,9,U+54AE
嗾,주,주 : 추길(주),주 : 추길(수/주),14,U+55FE
奏,주,주 : 아뢸(주) 상소(주),진,9,U+594F
妵,주,주 : 사람이름(주) 예쁠(주),"두,유",8,U+59B5
姝,주,주 : 예쁠(주) 연약할(주),"매,수,질,희",9,U+59DD
婤,주,주 : 얼굴얌전할(주),,11,U+5A64
宙,주,주 : 때(주) 하늘(주),우,8,U+5B99
尌,주,주 : 세울(주)  아이종(주) 성(주),수,12,U+5C0C
州,주,주 : 고을(주),,6,U+5DDE
幬,주,주 : 휘장(주),도 : 휘장(도),17,U+5E6C
廚,주,주 : 부엌(주),수 : 부엌(주),15,U+5EDA
拄,주,주 : 버틸(주),,8,U+62C4
晝,주,주 : 낮(주),,11,U+665D
晭,주,주,,12,U+666D
朱,주,주 : 붉을(주) 붉은빛(주),주 : 붉을(주) 붉은 빛(주),6,U+6731
柱,주,주 : 기둥(주),수,9,U+67F1
株,주,주 : 그루(주),,10,U+682A
椆,주,주: 내이름(주),,12,U+6906
楱,주,주 : 작은귤(주),,13,U+6971
注,주,주 : 부을(주) 모일(주) 주(주),주 : 부을(주) 모일 (주) 주(주),8,U+6CE8
洀,주,주 : 물놀이칠㈜,반 : 서릴(반),9,U+6D00
洲,주,주 : 뭍(주) 모래톱(주),주 : 뭍(주) 모래톱 (주),9,U+6D32
淍,주,주 : 물돌릴(주),"윤,조",11,U+6DCD
澍,주,주 : 적실(주),"두,수",15,U+6F8D
炷,주,주 : 심지(주),,9,U+70B7
燽,주,주 : 밝을(주) 드러날(주),"도,수",18,U+71FD
珘,주,주: 구슬(주),,10,U+73D8
珠,주,주 : 구슬(주),수,10,U+73E0
疇,주,주 : 무리(주) 밭(주),"도,두,수",19,U+7587
皗,주,주,,13,U+7697
睭,주,주,"채,추 : 깊을(추)",13,U+776D
硃,주,주 : 주사(주),수,11,U+7843
籌,주,주 : 산가지(주),수,20,U+7C4C
籒,주,주 : 주문( 주 ),,21,U+7C52
粙,주,주 : 벼알들(주),유,11,U+7C99
紂,주,주 : 낑거리끈(주) 주임금(주),주 : 낑거리끈(주)  주임금(주),9,U+7D02
紬,주,주 : 명주(주) 자을(주) 뽑을(주),유,11,U+7D2C
紸,주,주: 이을(주),,11,U+7D38
絑,주,주 : 붉은비단(주),,12,U+7D51
綢,주,주 : 얽을(주) 빽빽할(주) 비단(주),도,14,U+7DA2
胄,주,주 : 투구(주 ),,9,U+80C4
腠,주,주 : 살결(주),,13,U+8160
舟,주,주 : 배(주),,6,U+821F
蔟,주,주 : 태주(주) 정월(주),족 : 섶(족),17,U+851F
蛀,주,주 : 나무굼벵이(주),,11,U+86C0
蛛,주,주 : 거미(주),,12,U+86DB
裯,주,주 : 홑이불(주) ,,14,U+88EF
註,주,주 : 주(주) 적을(주),,12,U+8A3B
詋,주,주 : 방자할(주) 저주할(주),,12,U+8A4B
誅,주,주 : 벨(주) 책할(주),,13,U+8A85
賙,주,주 : 진휼할(주),,15,U+8CD9
走,주,주 : 달릴(주) 달아날(주),"기,시",7,U+8D70
趎,주,주 : 사람의이름(주),추,13,U+8D8E
躊,주,주 : 머뭇거릴(주),,21,U+8E8A
輈,주,주 : 끌채(주) 굳셀(주),,13,U+8F08
輖,주,주 : 낮을(주) 짐무거울(주),,15,U+8F16
輳,주,주 : 모일(주),진,16,U+8F33
逎,주,주,,11,U+900E
週,주,주 : 둘레(주) 일주(주),주 : 둘레(주) 일주 (주),12,U+9031
遒,주,주 : 다할(주),유,13,U+9052
邾,주,주 : 나라이름(주),,9,U+90BE
酎,주,주 : 전국술(주) 주금(주),주 : 전국술(주) 주 금(주),10,U+914E
酒,주,주 : 술(주),선,10,U+9152
鉒,주,주 : 쇳돌(주) 함돌(주),주 : 쇳돌(주) 함돌 (주),13,U+9252
銂,주,주 : 금칼(주),,14,U+9282
鑄,주,주 : 부어만들(주),수,22,U+9444
霌,주,주 : 장마(주),,16,U+970C
霔,주,주 : 비오래내릴(주),,16,U+9714
駐,주,주 : 머무를(주),,15,U+99D0
麈,주,주 : 고라니(주),,16,U+9E88
鼄,주,주 : 거미(주),,19,U+9F04
򠈺,주,주,,21,U+A023A
竹,죽,죽 : 대(죽),,6,U+7AF9
粥,죽,죽 : 죽(죽),육 : 팔(육),12,U+7CA5
䞭,준,준,,14,U+47AD
俊,준,준 : 뛰어날(준),,9,U+4FCA
偆,준,준 : 선모양(준)  사람이름(준),춘,11,U+5046
僔,준,준 : 공경할(준),,14,U+50D4
儁,준,준 : 준걸(준) 훌륭할(준),준 : 준걸(준) 훌륭 할(준),15,U+5101
准,준,준 : 비준할(준) 윤허할(준),"리,아",10,U+51C6
凖,준,준 : 準(법도(준))의 俗字,준 : 準(법도(준)) 의 俗字,12,U+51D6
埈,준,준 : 높을(준),"사,애",10,U+57C8
埻,준,준 : 과녁(준),"대,돈,순",11,U+57FB
墫,준,준 : 춤너풀거려출(준),,15,U+58AB
夋,준,준 : 갈(준),,7,U+590B
寯,준,준 : 준걸(준),,16,U+5BEF
峻,준,준 : 높을(준),,10,U+5CFB
嶟,준,준 : 산우뚝솟을(준),,15,U+5D9F
惷,준,준 : 어리석을 (준)(蠢과 동자),"용,춘 : (蠢과 동자)",13,U+60F7
懏,준,준: 민첩할(준),,16,U+61CF
捘,준,준 : 밀칠(준),,10,U+6358
撙,준,준 : 모일(준),,15,U+6499
晙,준,준 : 밝을(준) 이를(준),준 : 밝을(준) 이를 (준),11,U+6659
樽,준,준 : 술그릇(준),존,16,U+6A3D
浚,준,준 : 깊을(준) 빼앗을(준),준 : 깊을(준) 빼앗 을(준),10,U+6D5A
準,준,준 : 법도(준),,13,U+6E96
濬,준,준 : 깊을(준) 빼앗을(준),준 : 깊을(준) 빼앗 을(준),17,U+6FEC
焌,준,준 : 구울(준),,11,U+710C
畯,준,준 : 농부(준) 권농관(준),준 : 농부(준) 권농 관(준),12,U+756F
皴,준,준: 틀(준) 준법(준),,12,U+76B4
睃,준,준 : 흘겨볼(준),사 : 흘겨볼(사),12,U+7743
稕,준,준 : 짚단(준),,13,U+7A15
竣,준,준 : 끝날(준),,12,U+7AE3
竴,준,준 : 기뻐할(준),,17,U+7AF4
綧,준,준 : 피륙넓이(준) 포백넓이(준),순,14,U+7DA7
罇,준,준 : 술그릇(준),,18,U+7F47
葰,준,준:클(준),"사,유",13,U+8470
蠢,준,준 : 꿈틀거릴(준) 어리석을(준),준 : 꿈틀거릴(준)  어리석을(준),21,U+8822
賐,준,준,순 : 늘(순) 더할(순),14,U+8CD0
踆,준,준 : 마칠(준) 찰(준) 쭈그리고앉을(준),,14,U+8E06
蹲,준,준 : 쭈그릴(준),,19,U+8E72
迿,준,준 : 먼저(준),,10,U+8FFF
逡,준,준 : 머뭇거릴(준),,11,U+9021
遵,준,준 : 좇을(준) 따라갈(준),준 : 좇을(준) 따라 갈(준),16,U+9075
鐏,준,준: 창고달(준),존,20,U+940F
陖,준,준 : 가파를(준),,10,U+9656
隼,준,준 : 송골매(준),집,10,U+96BC
餕,준,준 : 대궁(준),산,16,U+9915
駿,준,준 : 준마(준) 뛰어날(준) 빠를(준) 험할(준),형,17,U+99FF
鱒,준,준 : 송어(준),,23,U+9C52
鵔,준,준 : 새이름(준),,18,U+9D54
𢓭,준,준,,10,U+224ED
𨶊,준,준,,18,U+28D8A
򠈡,준,준,사,13,U+A0221
乼,줄,줄 : 음역자(줄),"둘,출",9,U+4E7C
茁,줄,줄 : 땅이름(줄),"술,촬,출",11,U+8301
򠇙,줄,줄,,11,U+A01D9
中,중,중 : 가운데(중),,4,U+4E2D
仲,중,중 : 버금(중) 가운데(중),중 : 버금(중) 가운 데(중),6,U+4EF2
眾,중,중 : 무리(중),,11,U+773E
緟,중,중,"종,훈 : 더할(종) 거듭할(종)",15,U+7DDF
衆,중,중 : 무리(중),,12,U+8846
重,중,중 : 무거울(중) 중할(중) 겹칠(중),중 : 무거울(중) 중 할(중) 겹칠(중),9,U+91CD
即,즉,즉 : 곧(즉(卽의 속자)),즉 : 곧(즉(卽의 속 자)),7,U+5373
卽,즉,즉 : 곧(즉),,9,U+537D
喞,즉,즉 : 물댈(즉) 벌레소리(즉),즐 : 물댈(즐) 벌레소리(즐),12,U+559E
櫛,즐,즐 : 빗(즐) 빗을(즐),,17,U+6ADB
騭,즐,즐 : 이룰(즐)  오를(즐) 정할(즐),질,20,U+9A2D
檝,즙,즙 : 노(즙),"접,집 : 노(집)",17,U+6A9D
汁,즙,즙 : 즙(즙),"습,집",5,U+6C41
葺,즙,즙 : 일(즙),"용,집,화",15,U+847A
蕺,즙,즙 : 삼백초(즙),,19,U+857A
򠇚,즙,즙,,15,U+A01DA
楫,"즙,집","즙,집 : 노(즙/집)",,13,U+696B
濈,"즙,집","즙,집 : 화할(즙) 빨리흐를(즙)",,16,U+6FC8
增,증,증 : 불을(증) 늘(증),,15,U+589E
嶒,증,증 : 험할(증),,15,U+5D92
憎,증,증 : 미워할(증),승,15,U+618E
拯,증,증 : 건질(증),승,9,U+62EF
曾,증,증 : 거듭할(증) 일찍(증),증 : 거듭할(증) 일 찍(증),12,U+66FE
烝,증,증 : 김오를(증),"승,정 : 김오를(증)",10,U+70DD
甑,증,증 : 시루(증),,17,U+7511
症,증,증 : 증세(증),,10,U+75C7
矰,증,증 : 주살(증),,17,U+77F0
繒,증,증 : 비단(증),,18,U+7E52
罾,증,증 : 그물(증),,17,U+7F7E
蒸,증,증 : 찔(증),승,16,U+84B8
證,증,증 : 증명(증),등,19,U+8B49
贈,증,증 : 줄(증) 더할(증),,19,U+8D08
鄫,증,증 : 나라이름(증),,15,U+912B
򠇛,증,증,,16,U+A01DB
㩼,지,지,"기,다",10,U+3A7C
之,지,지 : 갈(지) 이를(지),백,4,U+4E4B
劧,지,지: 공이굳을(지),,6,U+52A7
厎,지,지 : 이를(지) 정할(지),지 : 이를(지) 정할 (지),7,U+538E
只,지,지 : 다만(지),이,5,U+53EA
吱,지,지 : 삐꺽소리날(지),,7,U+5431
咫,지,지 : 여덟치(지),,9,U+54AB
地,지,지 : 땅(지) 지위(지) 어조사(지),,6,U+5730
址,지,지 : 터(지),,7,U+5740
坁,지,지: 머무를(지),,7,U+5741
坻,지,지 : 작은섬(지),저 : 땅이름(저),8,U+577B
墀,지,지 : 지대뜰(지),,14,U+5880
志,지,지 : 뜻(지) 기억할(지),지 : 뜻(지) 기억할 (지),7,U+5FD7
扺,지,지 : 칠(지),,7,U+627A
持,지,지 : 가질(지),시,9,U+6301
指,지,지 : 손발가락(지) 가리킬(지),지 : 손발가락(지)  가리킬(지),9,U+6307
搘,지,지: 버틸(지),,13,U+6418
摯,지,지 : 지극할(지),"집,체",15,U+646F
支,지,지 : 가지(지),,4,U+652F
旨,지,지 : 뜻(지) 맛있을(지),지 : 뜻(지) 맛있을 (지),6,U+65E8
智,지,지 : 슬기(지) 슬기로울(지),지 : 슬기(지) 슬기 로울(지),12,U+667A
杫,지,지 : 도마(지),질,8,U+676B
枝,지,지 : 가지(지) 흩어질(지),기 : 육손이(기),8,U+679D
枳,지,지 : 탱자나무(지),기,9,U+67B3
榰,지,지 : 주추(지) 버틸(지),,14,U+69B0
止,지,지 : 그칠(지),,4,U+6B62
池,지,지 : 못(지),타,6,U+6C60
汥,지,지 : 물나뉘어 흐를(지),"기,유",7,U+6C65
汦,지,지 : 물이름(지),,7,U+6C66
沚,지,지 : 물가(지),,7,U+6C9A
泜,지,지 : 물이름(지),치 : 물이름(치),8,U+6CDC
洔,지,지 : 작은모래톱(지),휘,9,U+6D14
漬,지,지 : 담글(지) 물들(지),지 : 담글(지) 물들 (지),14,U+6F2C
潪,지,지 : 땅젖을(지),,15,U+6F6A
痣,지,지 : 사마귀(지),,12,U+75E3
知,지,지 : 알(지),,8,U+77E5
砥,지,지 : 숫돌(지) 갈(지),,10,U+7825
祉,지,지 : 복(지),,9,U+7949
祗,지,지 : 공경할(지),기,10,U+7957
秖,지,지 : 햇곡(지) 다만(지),,9,U+79D6
秪,지,지 : 마침(지) 다만(지),기,10,U+79EA
篪,지,지 : 저(지),,16,U+7BEA
紙,지,지 : 종이(지),,10,U+7D19
肢,지,지 : 팔다리(지),,8,U+80A2
脂,지,지 : 비계(지) 연지(지),지 : 비계(지) 연지 (지),10,U+8102
至,지,지 : 이를(지) 지극히(지),"도,치",6,U+81F3
臸,지,지,"일,진 : 나아갈(진) 이를(일)",12,U+81F8
舐,지,지 : 핥을(지),,10,U+8210
芝,지,지 : 영지(지),운,10,U+829D
芷,지,지 : 어수리(지),,10,U+82B7
蜘,지,지 : 거미(지),,14,U+8718
衹,지,지 : 마침(지) 다만(지),기 : 중옷(기),10,U+8879
衼,지,지 : 가사(지),,10,U+887C
覟,지,지 : 자세히볼(지),,14,U+899F
觗,지,지: 합할(지) 만날(지),지: 합할(지) 만날 (지),11,U+89D7
誌,지,지 : 욀(지) 기록(지) 표(지),,14,U+8A8C
贄,지,지 : 폐백(지),,18,U+8D04
趾,지,지 : 발(지),,11,U+8DBE
踟,지,지 : 머뭇거릴(지),,15,U+8E1F
躓,지,지 : 넘어질(지),질 : 넘어질(질),22,U+8E93
軹,지,지 : 바퀴굴대끝(지)  고을이름(지),,12,U+8EF9
遲,지,지 : 더딜(지),,16,U+9072
鋕,지,지 : 새길(지),,15,U+92D5
阯,지,지 : 터(지),,7,U+962F
馶,지,지 : 셀(지),기 : 굳셀(기)  셀(기) 말병(시),14,U+99B6
鮨,지,지 : 젓(지),,17,U+9BA8
鳷,지,지 : 까치(지),,15,U+9CF7
鷙,지,지 : 맹금(지) 칠(지) 굳셀(지),,22,U+9DD9
𥎵,지,지,,10,U+253B5
𥏾,지,지,,16,U+253FE
򠇜,지,지,,9,U+A01DC
򠇝,지,지,,10,U+A01DD
򠈛,지,지,,10,U+A021B
󳒶,지,지,,9,U+F34B6
直,직,직 : 곧을(직) 바로잡을(직),"식,혜",8,U+76F4
禝,직,직 : 피(직) ,,15,U+799D
稙,직,직 : 올벼(직),식,13,U+7A19
稷,직,직 : 기장(직),,15,U+7A37
織,직,직 : 짤(직),"식,지",18,U+7E54
職,직,직 : 구실(직),,18,U+8077
㲀,진,진,신,11,U+3C80
䂦,진,진,수,10,U+40A6
䑐,진,진,"소,신,현",11,U+4450
䳲,진,진,,21,U+4CF2
侲,진,진 : 아이초라니(진),탁,9,U+4FB2
儘,진,진 : 다할(진),,16,U+5118
唇,진,진 : 놀랄(진),순 : 입술(순)(脣의   속자),10,U+5507
嗔,진,진 : 성낼(진),,13,U+55D4
塵,진,진 : 먼지(진),주,14,U+5875
尽,진,진 : 盡(다할(진)) 의 略字,,6,U+5C3D
抮,진,진 : 휘어잡을(진),,8,U+62AE
振,진,진 : 떨칠(진) 움직일(진),진 : 떨칠(진) 움직 일(진),10,U+632F
搢,진,진 : 꽂을(진),,13,U+6422
搸,진,진 : 모을(진),,13,U+6438
敐,진,진 : 즐거워할(진),,11,U+6550
敒,진,진: 다스릴(진),신: 다스릴(신) 돌이킬(신),11,U+6552
敶,진,진,,15,U+6576
昣,진,진 : 밝을(진),"신,유",9,U+6623
晉,진,진 : 나아갈(진) 진나라(진),진 : 나아갈(진) 진 나라(진),10,U+6649
晋,진,진 : 나아갈(진) 진나라(진)(晉의 속자),보,10,U+664B
枃,진,진 : 바디(진) 사침대(진),진 : 바디(진) 사침 대(진),8,U+6783
桭,진,진 : 평고대(진) 대청(진),진 : 평고대(진) 대 청(진),11,U+686D
榛,진,진 : 개암나무(진) 덤불(진),진 : 개암나무(진)  덤불(진),14,U+699B
槇,진,진 : 나무끝(전) 넘어진나무(전),"전,정 : 나무끝(전) 넘어진나무(전)",14,U+69C7
殄,진,진 : 끊어질(진) 앓을(진),진 : 끊어질(진) 앓 을(진),9,U+6B84
津,진,진 : 나루(진),"건,률,율",9,U+6D25
溍,진,진 : 물이름(진),,13,U+6E8D
溱,진,진 : 많을(진) 물이름(진),,13,U+6EB1
珍,진,진 : 보배(진),서,9,U+73CD
珎,진,진 : 보배(진) 귀중 할(진(珍))의 속 자,,9,U+73CE
珒,진,진 : 옥이름(진),,10,U+73D2
瑨,진,진 : 옥돌(진),,14,U+7468
瑱,진,진 : 귀막이옥(진) 옥(진),전 : 귀막이옥(전/진)   옥(전/진),14,U+7471
璡,진,진 : 옥돌(진),,16,U+74A1
畛,진,진 : 두둑(진) 지경(진),진 : 두둑(진) 지경 (진),10,U+755B
疹,진,진 : 홍역(진) 앓을(진),진 : 홍역(진) 앓을 (진),10,U+75B9
盡,진,진 : 다할(진),,14,U+76E1
眕,진,진 : 한껏볼(진) 진중할(진),,10,U+7715
眞,진,진 : 참(진),,10,U+771E
真,진,진 : 참(진),,10,U+771F
眹,진,진: 눈동자(진) 빌미(진),진: 눈동자(진) 빌 미(진),11,U+7739
瞋,진,진 : 부릅뜰(진),,15,U+778B
禛,진,진 : 복받을(진),,15,U+799B
秦,진,진 : 진나라(진),주,10,U+79E6
稹,진,진 : 모일(진)  고울(진),목,15,U+7A39
紾,진,진 : 비틀(진) 돌릴(진),,11,U+7D3E
縉,진,진 : 분홍빛(진),,16,U+7E09
縝,진,진 : 고울(진) 빽빽할(진),진 : 고울(진) 빽빽 할(진),16,U+7E1D
聄,진,진 : 고할(진) 들을(진),,11,U+8044
胗,진,진 : 새밥통(진) 순종(진),,9,U+80D7
臻,진,진 : 이를(진),주,16,U+81FB
蓁,진,진 : 숲(진) 우거질(진),진 : 숲(진) 우거질 (진),16,U+84C1
蔯,진,진 : 인진(진) 쑥이름(진),진 : 인진(진) 쑥이 름(진),17,U+852F
螴,진,진 : 벌레굼실거릴(진) 기운정치못할(진),,17,U+87B4
袗,진,진 : 홑옷(진),,11,U+8897
裖,진,진 : 고운옷(진),,13,U+88D6
診,진,진 : 볼(진) 점칠(진),,12,U+8A3A
誫,진,진 : 움직일(진),신,14,U+8AAB
賑,진,진 : 넉넉할(진) 구휼할(진),진 : 넉넉할(진) 구 휼할(진),14,U+8CD1
趁,진,진 : 쫓을(진),,12,U+8D81
軫,진,진 : 수레뒤턱나무(진) 굽을(진) 마음아파할(진),진 : 수레뒤턱나무(진) 굽을(진) 마음 아파할(진),12,U+8EEB
轃,진,진 : 이를(진),주,17,U+8F43
進,진,진 : 나아갈(진),,12,U+9032
鉁,진,진 : 보배(진),,13,U+9241
鎭,진,진 : 진정할(진) 누를(진) 진영(진),진 : 진정할(진) 누 를(진) 진영(진),18,U+93AD
陣,진,진 : 진(진) 한바탕(진),진 : 진(진) 한바탕 (진),10,U+9663
陳,진,진 : 늘어놓을(진),,11,U+9673
震,진,진 : 진괘(진) 떨칠(진),진 : 진괘(진) 떨칠 (진),15,U+9707
靕,진,진,정,13,U+9755
鬒,진,진 : 숱많고검을(진),,20,U+9B12
𤨁,진,진,,15,U+24A01
򠇞,진,진,,17,U+A01DE
򠈢,진,진,,16,U+A0222
󱋾,진,진,,15,U+F12FE
󲦊,진,진,,13,U+F298A
侄,질,질 : 굳을(질) 어리석을(질),"도,지",8,U+4F84
叱,질,질 : 꾸짖을(질),"새,즐,화",5,U+53F1
垤,질,질 : 개밋둑(질),지,9,U+57A4
姪,질,질 : 조카(질),지,9,U+59EA
嫉,질,질 : 시새움할(질),,13,U+5AC9
帙,질,질 : 책갑(질) 책(질),,8,U+5E19
晊,질,질 : 클(질) 밝을(질),"지,진",10,U+664A
桎,질,질 : 차꼬(질),지,10,U+684E
瓆,질,질 : 사람이름(질),경,19,U+74C6
疾,질,질 : 병(질),,10,U+75BE
秩,질,질 : 차례(질) 십년(질) 녹(질),애,10,U+79E9
窒,질,질 : 막을(질) 막힐(질),질 : 막을(질) 막힐 (질),11,U+7A92
絰,질,질 : 질(질),경,12,U+7D70
膣,질,질 : 보지(질),,15,U+81A3
蒺,질,질 : 납가새(질),,16,U+84BA
蛭,질,질 : 거머리(질),,12,U+86ED
質,질,질 : 모양(질) 바탕(질) 바를(질),질 : 모양(질) 바탕 (질) 바를(질)  이룰(지) 폐백(지),15,U+8CEA
跌,질,질 : 넘어질(질),,12,U+8DCC
迭,질,질 : 번갈아(질) 갈마들(질),질 : 번갈아(질) 갈 마들(질),9,U+8FED
郅,질,질 : 고을이름(질)  이를(질),,9,U+90C5
鑕,질,질 : 모탕(질),,23,U+9455
斟,짐,짐 : 술따를(짐) 짐작할(짐),짐 : 술따를(짐) 짐 작할(짐),13,U+659F
朕,짐,짐 : 나(짐) 조짐(짐),,10,U+6715
鴆,짐,짐 : 짐새(짐) ,,15,U+9D06
㙫,집,집,,15,U+366B
卙,집,집 : 모일(집),,11,U+5359
咠,집,집 : 참소할(집)  귓속말할(집),용,9,U+54A0
執,집,집 : 잡을(집),"숙,열",11,U+57F7
戢,집,집 : 거둘(집),,13,U+6222
潗,집,집 : 샘날(집) 물끓을(집),준,15,U+6F57
緝,집,집,"연,즙 : 이을(즙)   지을(즙)   잡을(즙)   화합할(즙)",15,U+7DDD
輯,집,집 : 모을(집) 화목할(집) 걷을(집) 편집(집),즙,16,U+8F2F
鏶,집,집 : 쇳조각(집),,20,U+93F6
集,집,집 : 모일(집),,12,U+96C6
򠈭,집,집 : 샘솟을(집),,16,U+A022D
徵,징,징 : 부를(징),"증,치  : 음률이름(치)",15,U+5FB5
懲,징,징 : 징계할(징),,19,U+61F2
澂,징,징 : 맑을(징),증,15,U+6F82
澄,징,징 : 맑을(징),"등,정,증 : 가라앉힐(등)",15,U+6F84
瀓,징,징 : 맑을(징),증,18,U+7013
癥,징,징 : 적취(징),,20,U+7665
瞪,징,징 : 눈똑바로뜨고볼(징),,17,U+77AA
䣜,차,차,,14,U+48DC
且,차,차 : 또(차),"저,조",5,U+4E14
佽,차,차 : 도울(차) 나란할(차),,8,U+4F7D
侘,차,차 : 낙망할(차),택,8,U+4F98
借,차,차 : 빌(차) 빌릴(차),석,10,U+501F
叉,차,차 : 양갈래(차) 찌를(차) 막힐(차),채,3,U+53C9
嗟,차,차 : 탄식할(차) 감탄할(차),차 : 탄식할(차) 감 탄할(차),13,U+55DF
姹,차,차 : 아리따울(차),"타,택",9,U+59F9
岔,차,차 : 산길나뉠(차),,7,U+5C94
嵯,차,차 : 우뚝솟을(차),치,13,U+5D6F
差,차,차 : 틀릴(차),차 : 틀릴(차) 들쑥 날쑥할(치),10,U+5DEE
徣,차,차 : 빌릴(차),,11,U+5FA3
扠,차,차 : 집을(차) 찌를(차),,6,U+6260
挓,차,차 : 벌릴(차),"타,탁,택",9,U+6313
槎,차,차 : 뗏목(차),사: 엇찍을(사),14,U+69CE
次,차,차 : 차례(차) 머무를(차),자,6,U+6B21
此,차,차 : 이(차),비,6,U+6B64
瑳,차,차 : 고울(차) 웃을(차),치,14,U+7473
硨,차,차 : 옥돌차(차),찬,12,U+7868
磋,차,차 : 갈(차),,15,U+78CB
箚,차,차 : 찌를(차) 이를(차) 차자(차),차 : 찌를(차) 이를 (차) 차자(차),14,U+7B9A
蹉,차,차 : 넘어질(차) 지날(차),차 : 넘어질(차) 지 날(차),17,U+8E49
遮,차,차 : 가릴(차) 막을(차),찬,15,U+906E
鎈,차,차 : 돈(차) 금빛(차),,18,U+9388
鹺,차,차: 짤(차),자,21,U+9E7A
戳,착,착 : 찌를(착)  도장(착),,18,U+6233
捉,착,착 : 잡을(착),,10,U+6349
搾,착,착 : 짤(착),,13,U+643E
擉,착,착 : 꽂을(착),독,16,U+64C9
斲,착,착 : 깎을(착),,14,U+65B2
着,착,착,저 : 나타날(저),11,U+7740
窄,착,착 : 좁을(착),,10,U+7A84
錯,착,착 : 꾸밀(착) 줄(착) 숫돌(착) )의그릇할(착) 섞일(착),"석,조 : 둘(조)",16,U+932F
鑿,착,착 : 끌(착) 팔(착) 뚫을(착),착 : 끌(착) 팔(착) 뚫을(착) 구멍 (조),27,U+947F
齪,착,착 : 악착할(착),,22,U+9F6A
㜺,찬,찬,,22,U+373A
儧,찬,찬 : 모을(찬),,17,U+5127
儹,찬,찬 : 모을(찬),,21,U+5139
劗,찬,찬 : 벨(찬),,21,U+5297
巑,찬,찬 : 산쭝끗쭝끗할(찬),,22,U+5DD1
撰,찬,찬 : 지을(찬),"선,천 : 지을(찬)   가릴(선)",15,U+64B0
攛,찬,찬 : 던질(찬) 권할(찬),,21,U+651B
攢,찬,찬 : 모을(찬),,22,U+6522
欑,찬,찬 : 모을(찬),,23,U+6B11
澯,찬,찬 : 맑을(찬) 물출렁거릴(찬),찬 : 맑을(찬) 물출 렁거릴(찬),16,U+6FAF
灒,찬,찬 : 물튈(찬),,22,U+7052
燦,찬,찬 : 빛날(찬),,17,U+71E6
爨,찬,찬 : 부뚜막(찬),,29,U+7228
璨,찬,찬 : 옥빛찬란할(찬),,17,U+74A8
瓚,찬,찬 : 술그릇(찬),,23,U+74DA
穳,찬,찬 : 벼베어쌓을(찬),,22,U+7A73
竄,찬,찬 : 숨을(찬) 달아날(찬),찬 : 숨을(찬) 달아 날(찬),18,U+7AC4
篡,찬,찬 : 빼앗다(찬),찬 : 빼앗다,16,U+7BE1
簒,찬,찬 : 빼앗을(찬),,17,U+7C12
粲,찬,찬 : 고울(찬) 정미(찬),찬 : 고울(찬) 정미 (찬),13,U+7CB2
